created,value,europeana_id,upvotes,downvotes,recommendation
13.02.2026,cluster of dark grapes,KSU17,13,0,accept
13.02.2026,plate,KSU17,16,0,accept
13.02.2026,blue label,KSU17,15,0,accept
02.04.2026,Plates,KSU17,2,0,accept
13.02.2026,vase with flowers,KSU17,16,0,accept
31.03.2026,blue tablecloth,KSU17,4,1,accept
31.03.2026,Nature Morte,KSU17,6,0,accept
02.04.2026,Bottle,KSU17,3,0,accept
31.03.2026,brown background,KSU17,6,0,accept
13.02.2026,small orange pumpkin,KSU17,7,5,accept
13.02.2026,still life painting,KSU17,11,2,accept
13.02.2026,signs of age,KSU18,6,3,accept
13.02.2026,wooden frame,KSU18,10,0,accept
31.03.2026,Domes,KSU18,3,0,accept
31.03.2026,blue sky,KSU18,5,0,accept
31.03.2026,Entrance,KSU18,5,0,accept
13.02.2026,church,KSU18,15,0,accept
13.02.2026,houses,KSU18,13,1,accept
13.02.2026,painted scene,KSU18,15,0,accept
13.02.2026,domes,KSU18,16,0,accept
13.02.2026,village,KSU18,13,1,accept
13.02.2026,two groups of people,KSU18,14,1,accept
31.03.2026,Poltava,KSU18,4,0,accept
13.02.2026,white fence,KSU18,11,0,accept
13.02.2026,a village,KSU18,11,2,accept
13.02.2026,crosses,KSU18,11,0,accept
31.03.2026,flowering bushes,KSU18,4,0,accept
31.03.2026,green grass,KSU18,5,0,accept
31.03.2026,windows,KSU18,5,0,accept
13.02.2026,path,KSU18,12,0,accept
13.02.2026,wear,KSU18,4,3,accept
13.02.2026,roofs,KSU18,11,0,accept
13.02.2026,trees,KSU18,11,0,accept
31.03.2026,Cathedral,KSU18,5,0,accept
29.03.2026,two houses,KSU19,6,1,accept
29.03.2026,birch tree,KSU19,7,0,accept
13.02.2026,white horse,KSU19,16,0,accept
29.03.2026,three poplar trees,KSU19,5,2,accept
13.02.2026,man,KSU19,18,0,accept
13.02.2026,kozak,KSU19,16,0,accept
13.02.2026,girl,KSU19,17,0,accept
13.02.2026,dark blue military uniform,KSU19,16,0,accept
29.03.2026,well crane,KSU19,7,0,accept
13.02.2026,visible signs of age and wear,KSU19,9,2,accept
29.03.2026,bucket,KSU19,6,0,accept
13.02.2026,kozak with a girl,KSU19,15,0,accept
13.02.2026,black hat,KSU19,12,0,accept
29.03.2026,blue and yellow sky,KSU19,7,0,accept
13.02.2026,red saddle,KSU19,14,0,accept
13.02.2026,small wooden bucket,KSU19,12,0,accept
13.02.2026,red and blue embroidered dress,KSU19,13,0,accept
13.02.2026,rural landscape,KSU19,15,0,accept
13.02.2026,woman,KSU19,11,1,accept
29.03.2026,windmill,KSU19,6,0,accept
27.03.2026,oxen,KSU2,9,0,accept
13.02.2026,traditional attire,KSU2,13,1,accept
03.04.2026,relaxing man,KSU2,1,0,accept
13.02.2026,canvas,KSU2,10,1,accept
27.03.2026,Sky with clouds,KSU2,8,0,accept
27.03.2026,bags,KSU2,8,0,accept
13.02.2026,bundle of hay or straw,KSU2,4,9,reject
27.03.2026,crows,KSU2,8,0,accept
13.02.2026,cows,KSU2,8,5,accept
27.03.2026,Field,KSU2,7,0,accept
31.03.2026,Trading,KSU2,5,0,accept
31.03.2026,Ox,KSU2,6,0,accept
13.02.2026,man,KSU2,15,0,accept
31.03.2026,Wagon,KSU2,5,0,accept
31.03.2026,Trade,KSU2,4,0,accept
13.02.2026,painting,KSU2,14,0,accept
03.04.2026,wildflowers,KSU2,1,0,accept
31.03.2026,oil bucket,KSU2,5,0,accept
31.03.2026,Oxen,KSU2,3,0,accept
31.03.2026,Yoke,KSU2,4,0,accept
27.03.2026,Birds,KSU2,8,0,accept
13.02.2026,chumak,KSU2,18,0,accept
13.02.2026,signs of age and wear,KSU2,12,0,accept
03.04.2026,wooden bucket,KSU2,1,0,accept
13.02.2026,cart,KSU2,14,2,accept
13.02.2026,leafy plant,KSU20,16,0,accept
27.03.2026,Sky with clouds,KSU20,14,0,accept
13.02.2026,still life,KSU20,20,0,accept
13.02.2026,basket,KSU20,22,0,accept
13.02.2026,bowl,KSU20,15,3,accept
05.04.2026,Basket,KSU20,0,0,unknown
27.03.2026,Ksonz Hryhorii,KSU20,9,0,accept
13.02.2026,grapes,KSU20,20,0,accept
27.03.2026,A pair of vegetables,KSU20,9,3,accept
13.02.2026,visible cracks,KSU20,3,9,reject
13.02.2026,pears,KSU20,20,1,accept
13.02.2026,slice,KSU20,16,3,accept
02.04.2026,One pear,KSU20,4,2,accept
27.03.2026,Bushes,KSU20,12,0,accept
31.03.2026,Nature Morte,KSU20,8,1,accept
13.02.2026,damage,KSU20,13,1,accept
31.03.2026,distant wood,KSU20,7,0,accept
05.04.2026,Oil on canvas,KSU20,1,0,accept
13.02.2026,watermelon,KSU20,23,0,accept
31.03.2026,hills,KSU21,4,0,accept
13.02.2026,cart,KSU21,2,5,reject
13.02.2026,cracks,KSU21,2,6,reject
31.03.2026,yoke,KSU21,4,0,accept
13.02.2026,plow,KSU21,14,0,accept
31.03.2026,bag,KSU21,4,0,accept
27.03.2026,Trees,KSU21,7,0,accept
13.02.2026,wear,KSU21,8,0,accept
27.03.2026,Wooden fence,KSU21,7,0,accept
27.03.2026,Oxens,KSU21,7,0,accept
27.03.2026,Houses,KSU21,7,0,accept
13.02.2026,trousers,KSU21,10,0,accept
13.02.2026,white shirt,KSU21,13,0,accept
13.02.2026,man,KSU21,13,0,accept
31.03.2026,pale sky,KSU21,4,0,accept
31.03.2026,distant willage,KSU21,4,0,accept
31.03.2026,thatched hat,KSU21,4,0,accept
31.03.2026,freshly plowed field,KSU21,4,0,accept
13.02.2026,once upon a time on a field,KSU21,11,1,accept
13.02.2026,two oxen,KSU21,15,0,accept
13.02.2026,rural landscape,KSU21,16,0,accept
27.03.2026,planting,KSU21,7,0,accept
13.02.2026,oil painting,KSU21,6,2,accept
27.03.2026,Field,KSU21,7,0,accept
13.02.2026,other figures,KSU21,3,5,reject
27.03.2026,Dirt road,KSU21,7,0,accept
13.02.2026,bundle,KSU21,2,7,reject
13.02.2026,a girl,KSU22,14,0,accept
13.02.2026,portrait,KSU22,15,0,accept
13.02.2026,traditional attire,KSU22,15,0,accept
13.02.2026,portrait of a girl,KSU22,14,0,accept
13.02.2026,floral embroidery,KSU22,17,0,accept
13.02.2026,multi-layered necklace,KSU22,15,0,accept
13.02.2026,dark vest,KSU22,10,1,accept
13.02.2026,cracking,KSU22,4,5,reject
13.02.2026,white beads,KSU22,10,0,accept
02.04.2026,woman in traditional costume,KSU22,2,0,accept
31.03.2026,distant wood,KSU22,4,0,accept
31.03.2026,year 1931,KSU22,4,0,accept
31.03.2026,birch trees,KSU22,4,0,accept
31.03.2026,pink evening sky,KSU22,4,0,accept
13.02.2026,peeling paint,KSU22,7,2,accept
13.02.2026,girl,KSU22,11,0,accept
13.02.2026,white blouse,KSU22,12,0,accept
31.03.2026,meadow,KSU22,4,0,accept
13.02.2026,red beads,KSU22,11,0,accept
13.02.2026,orange beads,KSU22,11,0,accept
31.03.2026,pink ribbon,KSU22,4,0,accept
13.02.2026,woman,KSU22,11,0,accept
29.03.2026,dark tie,KSU23,6,1,accept
27.03.2026,Taras Shevchenko,KSU23,12,0,accept
13.02.2026,dark coat,KSU23,21,0,accept
13.02.2026,taras shevchenko,KSU23,19,2,accept
13.02.2026,rough texture,KSU23,11,1,accept
27.03.2026,Brown jacket,KSU23,11,0,accept
13.02.2026,cracks,KSU23,3,9,reject
13.02.2026,mustache,KSU23,20,0,accept
13.02.2026,portrait,KSU23,20,0,accept
13.02.2026,dark fur-lined hat,KSU23,17,0,accept
13.02.2026,man,KSU23,17,0,accept
13.02.2026,portrait of taras shevchenko,KSU23,17,0,accept
13.02.2026,brown shirt,KSU23,4,8,reject
13.02.2026,signs of age and wear,KSU23,14,0,accept
29.03.2026,dark eyes,KSU23,9,0,accept
29.03.2026,black coat collar,KSU23,7,0,accept
29.03.2026,brown background,KSU23,8,0,accept
13.02.2026,small figure,KSU24,14,0,accept
13.02.2026,cracks,KSU24,2,8,reject
13.02.2026,dirt path,KSU24,14,0,accept
13.02.2026,other trees,KSU24,11,0,accept
13.02.2026,birch tree,KSU24,14,0,accept
31.03.2026,flowering plants,KSU24,5,0,accept
31.03.2026,clouds,KSU24,5,0,accept
31.03.2026,doors,KSU24,5,0,accept
13.02.2026,paint wear,KSU24,3,5,reject
27.03.2026,Kutsenko I.,KSU24,7,0,accept
31.03.2026,windows,KSU24,5,0,accept
27.03.2026,Meadow,KSU24,7,0,accept
13.02.2026,rural landscape,KSU24,17,0,accept
13.02.2026,painting,KSU24,13,0,accept
13.02.2026,watermark,KSU24,3,8,reject
13.02.2026,a village,KSU24,18,0,accept
13.02.2026,signs of age,KSU24,10,0,accept
13.02.2026,signature,KSU24,12,0,accept
27.03.2026,Dirt road,KSU24,8,0,accept
27.03.2026,Sky,KSU24,9,0,accept
31.03.2026,thatched roof,KSU24,5,0,accept
31.03.2026,window,KSU25,5,0,accept
13.02.2026,oil painting,KSU25,8,3,accept
13.02.2026,well,KSU25,7,3,accept
13.02.2026,canvas,KSU25,8,3,accept
13.02.2026,bucket,KSU25,16,0,accept
13.02.2026,wooden pole,KSU25,12,0,accept
13.02.2026,wooden fence,KSU25,15,0,accept
05.04.2026,A child,KSU25,1,0,accept
13.02.2026,wear,KSU25,7,5,accept
13.02.2026,white shirt,KSU25,12,0,accept
13.02.2026,near the well,KSU25,14,1,accept
31.03.2026,pale sky,KSU25,5,0,accept
31.03.2026,well crane,KSU25,4,0,accept
19.03.2026,"Geese, child",KSU25,8,0,accept
13.02.2026,cracks,KSU25,4,6,reject
13.02.2026,red skirt,KSU25,12,0,accept
13.02.2026,trees,KSU25,13,0,accept
05.04.2026,Wicker fence,KSU25,1,0,accept
13.02.2026,woman,KSU25,13,0,accept
13.02.2026,young boy,KSU25,17,0,accept
31.03.2026,chimney,KSU25,4,0,accept
31.03.2026,thatched roof,KSU25,4,0,accept
31.03.2026,distant wood,KSU25,5,0,accept
13.02.2026,wooden trough,KSU25,13,0,accept
13.02.2026,houses,KSU25,17,0,accept
31.03.2026,green grass,KSU25,5,0,accept
13.02.2026,chickens,KSU25,13,0,accept
31.03.2026,chimney,KSU3,4,0,accept
05.04.2026,Poplars,KSU3,1,0,accept
27.03.2026,Waterbody,KSU3,8,0,accept
31.03.2026,window,KSU3,4,0,accept
31.03.2026,Thatched roof,KSU3,4,0,accept
13.02.2026,wooden bridge,KSU3,12,1,accept
27.03.2026,Trees,KSU3,8,0,accept
13.02.2026,woman,KSU3,10,0,accept
13.02.2026,river,KSU3,11,0,accept
27.03.2026,Furman Semen,KSU3,7,0,accept
31.03.2026,Distant wood,KSU3,4,0,accept
13.02.2026,red skirt,KSU3,11,0,accept
27.03.2026,Dirt road,KSU3,6,2,accept
13.02.2026,houses,KSU3,11,0,accept
27.03.2026,Sky with clouds,KSU3,8,0,accept
13.02.2026,pushkarivka,KSU3,7,1,accept
13.02.2026,frame,KSU3,8,1,accept
31.03.2026,Bushes,KSU3,4,0,accept
27.03.2026,Bridge,KSU3,8,0,accept
27.03.2026,Horsecart,KSU3,7,1,accept
27.03.2026,White waterfowl,KSU3,7,0,accept
13.02.2026,horse-drawn cart,KSU3,12,0,accept
05.04.2026,Path,KSU3,1,0,accept
13.02.2026,rural landscape,KSU3,13,0,accept
13.02.2026,swans,KSU3,13,0,accept
13.02.2026,painting,KSU3,9,1,accept
13.02.2026,blue domes,KSU3,15,0,accept
13.02.2026,church,KSU3,16,0,accept
13.02.2026,portrait,KSU4,20,0,accept
13.02.2026,dark coat,KSU4,19,0,accept
27.03.2026,Brown jacket,KSU4,11,0,accept
13.02.2026,white beard,KSU4,3,10,reject
22.03.2026,Taras Shevchenko,KSU4,16,0,accept
13.02.2026,taras shevchenko,KSU4,13,2,accept
13.02.2026,visible brushstrokes,KSU4,4,3,accept
13.02.2026,dark fur hat,KSU4,21,0,accept
13.02.2026,mustache,KSU4,20,0,accept
13.02.2026,portrait of taras shevchenko,KSU4,19,0,accept
13.02.2026,damage,KSU4,9,1,accept
02.04.2026,papakha,KSU4,2,1,accept
27.03.2026,Black fur coat,KSU4,10,0,accept
13.02.2026,elderly man,KSU4,19,0,accept
13.02.2026,leaves,KSU5,20,0,accept
13.02.2026,oil painting,KSU5,12,5,accept
13.02.2026,birch trees,KSU5,27,0,accept
27.03.2026,Sky with clouds,KSU5,13,2,accept
27.03.2026,Usyk Yakiv,KSU5,13,0,accept
27.03.2026,Wetland,KSU5,14,0,accept
13.02.2026,stream,KSU5,8,10,reject
13.02.2026,landscape,KSU5,26,0,accept
13.02.2026,forest scene,KSU5,24,0,accept
13.02.2026,canvas,KSU5,3,9,reject
13.02.2026,pond,KSU5,3,12,reject
02.04.2026,autumn,KSU5,5,0,accept
31.03.2026,moustache,KSU6,8,0,accept
31.03.2026,Brownish background,KSU6,8,0,accept
13.02.2026,taras shevchenko,KSU6,19,0,accept
27.03.2026,A letter,KSU6,9,0,accept
13.02.2026,portrait,KSU6,19,0,accept
13.02.2026,book,KSU6,16,0,accept
05.04.2026,Oil on plywood,KSU6,1,0,accept
31.03.2026,ornaments,KSU6,9,1,accept
13.02.2026,portrait of taras shevchenko,KSU6,17,0,accept
13.02.2026,light-colored shirt with dark embroidery,KSU6,16,0,accept
13.02.2026,dark cloak draped over shoulder,KSU6,15,1,accept
13.02.2026,table,KSU6,16,0,accept
13.02.2026,oil on canvas,KSU6,4,9,reject
13.02.2026,quill pen,KSU6,16,1,accept
27.03.2026,Taras Shevchenko,KSU6,11,0,accept
13.02.2026,inkwell,KSU6,17,0,accept
13.02.2026,bald man with a mustache,KSU6,13,2,accept
13.02.2026,portrait of taras shevchenko,KSU7,21,0,accept
02.04.2026,Mustache,KSU7,5,0,accept
13.02.2026,brown shirt,KSU7,2,16,reject
27.03.2026,Khytko V.,KSU7,11,1,accept
13.02.2026,taras shevchenko,KSU7,23,1,accept
13.02.2026,dark coat,KSU7,23,0,accept
27.03.2026,Taras Shevchenko,KSU7,13,0,accept
13.02.2026,portrait,KSU7,25,0,accept
02.04.2026,poet,KSU7,3,1,accept
13.02.2026,balding man,KSU7,17,0,accept
13.02.2026,signs of age and wear,KSU7,13,2,accept
13.02.2026,dark red frame,KSU8,14,0,accept
31.03.2026,Landscape,KSU8,8,0,accept
27.03.2026,reeds,KSU8,7,1,accept
31.03.2026,evening sky with clouds,KSU8,7,0,accept
13.02.2026,trees,KSU8,17,0,accept
13.02.2026,painting,KSU8,16,0,accept
13.02.2026,body of water,KSU8,15,0,accept
13.02.2026,green fields,KSU8,20,0,accept
13.02.2026,a village,KSU8,11,3,accept
13.02.2026,swans,KSU8,17,0,accept
13.02.2026,small house,KSU8,17,0,accept
13.02.2026,signs of age and wear,KSU8,10,0,accept
02.04.2026,haystacks,KSU8,2,0,accept
13.02.2026,wooden fence,KSU8,15,0,accept
13.02.2026,hay bales,KSU8,13,0,accept
31.03.2026,Lake,KSU8,6,0,accept
13.02.2026,thatched roof,KSU8,17,0,accept
31.03.2026,Scenery,KSU8,5,0,accept
27.03.2026,Sky with clouds,KSU9,8,0,accept
13.02.2026,man in red coat,KSU9,12,0,accept
13.02.2026,older man in light blue shirt,KSU9,12,0,accept
27.03.2026,red skirt and dark blue vest,KSU9,8,0,accept
13.02.2026,visible signs of age and wear,KSU9,6,0,accept
27.03.2026,Flowers,KSU9,9,0,accept
27.03.2026,A soldier,KSU9,8,0,accept
13.02.2026,sword,KSU9,9,2,accept
13.02.2026,light blue shirt,KSU9,8,0,accept
27.03.2026,Horserider,KSU9,8,0,accept
31.03.2026,crying woman,KSU9,6,0,accept
27.03.2026,rifle,KSU9,10,1,accept
22.03.2026,Farewell,KSU9,14,0,accept
13.02.2026,painting,KSU9,11,0,accept
05.04.2026,Crying woman,KSU9,0,0,unknown
13.02.2026,black hat,KSU9,11,0,accept
13.02.2026,black horse,KSU9,13,0,accept
31.03.2026,dirt road,KSU9,4,0,accept
13.02.2026,woman in blue and red dress,KSU9,9,2,accept
27.03.2026,Lance,KSU9,8,0,accept
13.02.2026,red coat,KSU9,5,1,accept
13.02.2026,blue and red dress,KSU9,8,1,accept
13.02.2026,rural scene,KSU9,10,2,accept
13.02.2026,dark trousers,KSU9,8,1,accept
27.03.2026,Wicker fence,KSU9,8,0,accept
13.02.2026,yaryna,KSU9,11,0,accept
27.03.2026,Thatched houses,KSU9,8,0,accept
27.03.2026,Text label,KSU9,8,0,accept
13.02.2026,icon,KYD1241,8,0,accept
13.02.2026,white bandage,KYD1241,3,5,reject
22.03.2026,Sacred Heart,KYD1241,9,0,accept
13.02.2026,cracks,KYD1241,7,1,accept
13.02.2026,visible signs of age and wear,KYD1241,10,0,accept
13.02.2026,paint damage,KYD1241,9,0,accept
13.02.2026,cross,KYD1241,8,0,accept
29.03.2026,Blue background,KYD1241,4,0,accept
13.02.2026,golden heart,KYD1241,12,0,accept
13.02.2026,dark robe,KYD1241,9,0,accept
13.02.2026,red garment,KYD1241,8,2,accept
13.02.2026,jesus christ,KYD1241,12,0,accept
13.02.2026,religious portrait,KYD1241,11,0,accept
13.02.2026,red mark,KYD1241,2,5,reject
13.02.2026,golden halo,KYD1241,9,0,accept
13.02.2026,bouquet,KYD1242,3,8,reject
27.03.2026,Heart,KYD1242,12,0,accept
29.03.2026,Light blue background,KYD1242,4,0,accept
29.03.2026,Golden halo,KYD1242,4,0,accept
27.03.2026,The Immaculate Heart of Mary,KYD1242,9,0,accept
13.02.2026,white veil,KYD1242,7,3,accept
13.02.2026,the virgin mary,KYD1242,11,1,accept
13.02.2026,icon,KYD1242,11,0,accept
27.03.2026,white lily,KYD1242,9,0,accept
13.02.2026,flowers,KYD1242,13,0,accept
13.02.2026,wear,KYD1242,2,5,reject
13.02.2026,red garment,KYD1242,12,0,accept
13.02.2026,woman,KYD1242,9,0,accept
13.02.2026,religious portrait,KYD1242,10,0,accept
13.02.2026,signs of age,KYD1242,8,0,accept
27.03.2026,Virgin Mary,KYD1242,12,0,accept
27.03.2026,Green,KYD1243,9,0,accept
29.03.2026,Spear,KYD1243,4,0,accept
22.03.2026,Angelic Habit,KYD1243,0,0,unknown
13.02.2026,signs of age,KYD1243,9,0,accept
13.02.2026,large faded green cross,KYD1243,12,0,accept
27.03.2026,Black,KYD1243,9,0,accept
29.03.2026,Black background,KYD1243,4,0,accept
22.03.2026,Monastic Habit (detail),KYD1243,7,2,accept
22.03.2026,Monastic Habit,KYD1243,6,2,accept
22.03.2026,Great Schema,KYD1243,9,0,accept
13.02.2026,icon,KYD1243,13,0,accept
13.02.2026,damage,KYD1243,10,0,accept
13.02.2026,dark wooden surface,KYD1243,10,0,accept
27.03.2026,The cross,KYD1243,10,0,accept
13.02.2026,the christ,KYD1243,7,3,accept
