created,value,europeana_id,upvotes,downvotes,recommendation
13.02.2026,trees,KSU11,1,0,accept
13.02.2026,flowers,KSU11,1,0,accept
13.02.2026,shore,KSU11,1,0,accept
13.02.2026,boat,KSU11,1,0,accept
13.02.2026,painting,KSU11,2,0,accept
13.02.2026,stones,KSU11,1,0,accept
13.02.2026,impressionistic style,KSU11,2,0,accept
13.02.2026,thatched roof,KSU11,1,0,accept
13.02.2026,a village,KSU11,0,0,unknown
13.02.2026,moon,KSU11,1,0,accept
13.02.2026,tall cypress trees,KSU12,0,0,unknown
13.02.2026,painting,KSU12,0,2,reject
13.02.2026,three houses,KSU12,2,0,accept
13.02.2026,thatched roofs,KSU12,2,0,accept
13.02.2026,rural village,KSU12,2,0,accept
13.02.2026,trees,KSU12,2,0,accept
13.02.2026,dirt path,KSU12,2,0,accept
13.02.2026,blue trim,KSU12,0,2,reject
13.02.2026,white walls,KSU12,2,0,accept
13.02.2026,wooden fence,KSU12,2,0,accept
13.02.2026,a village,KSU12,2,0,accept
13.02.2026,canvas,KSU12,1,0,accept
13.02.2026,bucket,KSU13,3,1,accept
13.02.2026,wear,KSU13,1,3,reject
13.02.2026,traditional folk attire,KSU13,4,0,accept
13.02.2026,wooden well,KSU13,4,0,accept
13.02.2026,painting,KSU13,4,0,accept
13.02.2026,dark blue bodice,KSU13,3,1,accept
13.02.2026,rural landscape,KSU13,4,0,accept
13.02.2026,signs of age,KSU13,3,1,accept
13.02.2026,woman,KSU13,4,0,accept
13.02.2026,near the well,KSU13,0,0,unknown
13.02.2026,white blouse with red embroidery,KSU13,4,0,accept
13.02.2026,patterned skirt,KSU13,3,1,accept
13.02.2026,horse,KSU14,3,0,accept
13.02.2026,person,KSU14,3,0,accept
13.02.2026,sled,KSU14,3,0,accept
13.02.2026,weathered,KSU14,0,2,reject
13.02.2026,frame,KSU14,3,0,accept
13.02.2026,dog,KSU14,3,0,accept
13.02.2026,a village,KSU14,3,0,accept
13.02.2026,winter scene,KSU14,3,0,accept
13.02.2026,village,KSU14,3,0,accept
13.02.2026,red hat,KSU14,3,0,accept
13.02.2026,snow-covered rural scene,KSU15,2,0,accept
13.02.2026,dark roof,KSU15,1,2,reject
13.02.2026,snow-covered path,KSU15,3,0,accept
13.02.2026,small round thatched-roof house,KSU15,0,0,unknown
13.02.2026,other houses,KSU15,2,0,accept
13.02.2026,yellow wall,KSU15,2,0,accept
13.02.2026,a village,KSU15,2,0,accept
13.02.2026,wooden fence,KSU15,2,0,accept
13.02.2026,painting,KSU15,0,0,unknown
13.02.2026,chimney,KSU15,0,0,unknown
13.02.2026,trees,KSU15,2,0,accept
13.02.2026,russian orthodox church complex,KSU16,0,2,reject
13.02.2026,painting,KSU16,2,0,accept
13.02.2026,dirt field,KSU16,0,1,reject
13.02.2026,white walls,KSU16,1,0,accept
13.02.2026,wooden fence,KSU16,1,0,accept
13.02.2026,two figures,KSU16,1,0,accept
13.02.2026,grassy hill,KSU16,1,0,accept
13.02.2026,small white building,KSU16,1,0,accept
13.02.2026,golden crosses,KSU16,1,0,accept
13.02.2026,a village,KSU16,0,1,reject
13.02.2026,green domes,KSU16,1,0,accept
13.02.2026,trees,KSU16,1,0,accept
13.02.2026,bell tower,KSU16,1,0,accept
13.02.2026,cluster of dark grapes,KSU17,3,0,accept
13.02.2026,several green apples,KSU17,3,0,accept
13.02.2026,vase with flowers,KSU17,3,0,accept
13.02.2026,small orange pumpkin,KSU17,2,1,accept
13.02.2026,sliced watermelon,KSU17,3,0,accept
13.02.2026,blue label,KSU17,3,0,accept
13.02.2026,plate,KSU17,3,0,accept
13.02.2026,canvas,KSU17,0,0,unknown
13.02.2026,still life,KSU17,1,2,reject
13.02.2026,bowl of green cucumbers,KSU17,3,0,accept
13.02.2026,bottle of wine,KSU17,3,0,accept
13.02.2026,bunch of green grapes,KSU17,3,0,accept
13.02.2026,still life painting,KSU17,0,2,reject
13.02.2026,wear,KSU18,1,0,accept
13.02.2026,painted scene,KSU18,3,0,accept
13.02.2026,signs of age,KSU18,0,0,unknown
13.02.2026,domes,KSU18,2,0,accept
13.02.2026,white fence,KSU18,2,0,accept
13.02.2026,wooden frame,KSU18,2,0,accept
13.02.2026,path,KSU18,2,0,accept
13.02.2026,houses,KSU18,2,1,accept
13.02.2026,two groups of people,KSU18,3,0,accept
13.02.2026,crosses,KSU18,2,0,accept
13.02.2026,village,KSU18,0,0,unknown
13.02.2026,a village,KSU18,1,2,reject
13.02.2026,church,KSU18,2,0,accept
13.02.2026,trees,KSU18,2,0,accept
13.02.2026,roofs,KSU18,2,0,accept
13.02.2026,visible signs of age and wear,KSU19,1,2,reject
13.02.2026,rural landscape,KSU19,3,0,accept
13.02.2026,red and blue embroidered dress,KSU19,3,0,accept
13.02.2026,kozak,KSU19,3,0,accept
13.02.2026,woman,KSU19,3,0,accept
13.02.2026,man,KSU19,3,0,accept
13.02.2026,small wooden bucket,KSU19,3,0,accept
13.02.2026,red saddle,KSU19,3,0,accept
13.02.2026,girl,KSU19,3,0,accept
13.02.2026,dark blue military uniform,KSU19,3,0,accept
13.02.2026,black hat,KSU19,3,0,accept
13.02.2026,white horse,KSU19,3,0,accept
13.02.2026,kozak with a girl,KSU19,3,0,accept
13.02.2026,canvas,KSU2,2,1,accept
13.02.2026,man,KSU2,3,0,accept
13.02.2026,cart,KSU2,2,1,accept
13.02.2026,chumak,KSU2,3,0,accept
13.02.2026,signs of age and wear,KSU2,3,0,accept
13.02.2026,cows,KSU2,2,1,accept
13.02.2026,painting,KSU2,3,0,accept
13.02.2026,bundle of hay or straw,KSU2,1,2,reject
13.02.2026,traditional attire,KSU2,2,1,accept
13.02.2026,leafy plant,KSU20,1,0,accept
13.02.2026,visible cracks,KSU20,0,2,reject
13.02.2026,bowl,KSU20,0,0,unknown
13.02.2026,basket,KSU20,2,0,accept
13.02.2026,damage,KSU20,2,0,accept
13.02.2026,still life,KSU20,2,0,accept
13.02.2026,grapes,KSU20,1,0,accept
13.02.2026,pears,KSU20,2,0,accept
13.02.2026,slice,KSU20,0,0,unknown
13.02.2026,watermelon,KSU20,2,0,accept
13.02.2026,man,KSU21,2,0,accept
13.02.2026,bundle,KSU21,0,2,reject
13.02.2026,rural landscape,KSU21,2,0,accept
13.02.2026,two oxen,KSU21,2,0,accept
13.02.2026,white shirt,KSU21,2,0,accept
13.02.2026,oil painting,KSU21,0,2,reject
13.02.2026,other figures,KSU21,0,2,reject
13.02.2026,cart,KSU21,0,2,reject
13.02.2026,wear,KSU21,2,0,accept
13.02.2026,once upon a time on a field,KSU21,2,0,accept
13.02.2026,cracks,KSU21,0,2,reject
13.02.2026,trousers,KSU21,2,0,accept
13.02.2026,plow,KSU21,2,0,accept
13.02.2026,cracking,KSU22,0,2,reject
13.02.2026,floral embroidery,KSU22,3,0,accept
13.02.2026,a girl,KSU22,3,0,accept
13.02.2026,white blouse,KSU22,3,0,accept
13.02.2026,orange beads,KSU22,3,0,accept
13.02.2026,peeling paint,KSU22,1,2,reject
13.02.2026,white beads,KSU22,2,0,accept
13.02.2026,girl,KSU22,3,0,accept
13.02.2026,portrait of a girl,KSU22,3,0,accept
13.02.2026,multi-layered necklace,KSU22,3,0,accept
13.02.2026,portrait,KSU22,3,0,accept
13.02.2026,woman,KSU22,3,0,accept
13.02.2026,red beads,KSU22,3,0,accept
13.02.2026,traditional attire,KSU22,3,0,accept
13.02.2026,dark vest,KSU22,2,1,accept
13.02.2026,taras shevchenko,KSU23,2,0,accept
13.02.2026,mustache,KSU23,2,0,accept
13.02.2026,portrait,KSU23,2,0,accept
13.02.2026,signs of age and wear,KSU23,2,0,accept
13.02.2026,dark coat,KSU23,2,0,accept
13.02.2026,portrait of taras shevchenko,KSU23,2,0,accept
13.02.2026,rough texture,KSU23,1,0,accept
13.02.2026,brown shirt,KSU23,1,0,accept
13.02.2026,dark fur-lined hat,KSU23,1,0,accept
13.02.2026,cracks,KSU23,0,2,reject
13.02.2026,man,KSU23,2,0,accept
13.02.2026,dirt path,KSU24,2,0,accept
13.02.2026,birch tree,KSU24,2,0,accept
13.02.2026,other trees,KSU24,2,0,accept
13.02.2026,paint wear,KSU24,0,2,reject
13.02.2026,signature,KSU24,2,0,accept
13.02.2026,painting,KSU24,2,0,accept
13.02.2026,small figure,KSU24,2,0,accept
13.02.2026,signs of age,KSU24,2,0,accept
13.02.2026,cracks,KSU24,0,2,reject
13.02.2026,watermark,KSU24,0,2,reject
13.02.2026,a village,KSU24,2,0,accept
13.02.2026,rural landscape,KSU24,2,0,accept
13.02.2026,chickens,KSU25,4,0,accept
13.02.2026,wooden fence,KSU25,4,0,accept
13.02.2026,bucket,KSU25,4,0,accept
13.02.2026,houses,KSU25,4,0,accept
13.02.2026,young boy,KSU25,4,0,accept
13.02.2026,red skirt,KSU25,4,0,accept
13.02.2026,woman,KSU25,4,0,accept
13.02.2026,white shirt,KSU25,4,0,accept
19.03.2026,"Geese, child",KSU25,1,0,accept
13.02.2026,oil painting,KSU25,1,3,reject
13.02.2026,canvas,KSU25,1,3,reject
13.02.2026,cracks,KSU25,1,3,reject
13.02.2026,wear,KSU25,1,3,reject
13.02.2026,trees,KSU25,4,0,accept
13.02.2026,well,KSU25,1,3,reject
13.02.2026,near the well,KSU25,4,0,accept
13.02.2026,wooden trough,KSU25,4,0,accept
13.02.2026,wooden pole,KSU25,4,0,accept
13.02.2026,blue domes,KSU3,2,0,accept
13.02.2026,houses,KSU3,1,0,accept
13.02.2026,pushkarivka,KSU3,0,1,reject
13.02.2026,rural landscape,KSU3,2,0,accept
13.02.2026,river,KSU3,2,0,accept
13.02.2026,woman,KSU3,2,0,accept
13.02.2026,wooden bridge,KSU3,2,0,accept
13.02.2026,frame,KSU3,0,0,unknown
13.02.2026,horse-drawn cart,KSU3,2,0,accept
13.02.2026,red skirt,KSU3,2,0,accept
13.02.2026,swans,KSU3,2,0,accept
13.02.2026,painting,KSU3,0,0,unknown
13.02.2026,church,KSU3,2,0,accept
22.03.2026,Taras Shevchenko,KSU4,0,0,unknown
13.02.2026,white beard,KSU4,0,1,reject
13.02.2026,dark fur hat,KSU4,1,0,accept
13.02.2026,visible brushstrokes,KSU4,0,1,reject
13.02.2026,elderly man,KSU4,1,0,accept
13.02.2026,portrait of taras shevchenko,KSU4,2,0,accept
13.02.2026,portrait,KSU4,1,0,accept
13.02.2026,dark coat,KSU4,1,0,accept
13.02.2026,taras shevchenko,KSU4,2,1,accept
13.02.2026,damage,KSU4,1,0,accept
13.02.2026,mustache,KSU4,1,0,accept
13.02.2026,oil painting,KSU5,0,2,reject
13.02.2026,stream,KSU5,0,3,reject
13.02.2026,birch trees,KSU5,3,0,accept
13.02.2026,landscape,KSU5,3,0,accept
13.02.2026,leaves,KSU5,3,0,accept
13.02.2026,forest scene,KSU5,3,0,accept
13.02.2026,canvas,KSU5,0,3,reject
13.02.2026,pond,KSU5,0,3,reject
13.02.2026,book,KSU6,4,0,accept
13.02.2026,table,KSU6,4,0,accept
13.02.2026,portrait,KSU6,4,0,accept
13.02.2026,oil on canvas,KSU6,1,3,reject
13.02.2026,inkwell,KSU6,4,0,accept
13.02.2026,taras shevchenko,KSU6,4,0,accept
13.02.2026,light-colored shirt with dark embroidery,KSU6,3,0,accept
13.02.2026,bald man with a mustache,KSU6,4,0,accept
13.02.2026,quill pen,KSU6,3,1,accept
13.02.2026,portrait of taras shevchenko,KSU6,4,0,accept
13.02.2026,dark cloak draped over shoulder,KSU6,3,1,accept
13.02.2026,brown shirt,KSU7,0,3,reject
13.02.2026,portrait of taras shevchenko,KSU7,3,0,accept
13.02.2026,balding man,KSU7,3,0,accept
13.02.2026,signs of age and wear,KSU7,3,0,accept
13.02.2026,taras shevchenko,KSU7,3,0,accept
13.02.2026,portrait,KSU7,3,0,accept
13.02.2026,dark coat,KSU7,3,0,accept
13.02.2026,signs of age and wear,KSU8,2,0,accept
13.02.2026,swans,KSU8,3,0,accept
13.02.2026,hay bales,KSU8,3,0,accept
13.02.2026,trees,KSU8,3,0,accept
13.02.2026,painting,KSU8,3,0,accept
13.02.2026,body of water,KSU8,3,0,accept
13.02.2026,small house,KSU8,3,0,accept
13.02.2026,thatched roof,KSU8,3,0,accept
13.02.2026,dark red frame,KSU8,3,0,accept
13.02.2026,wooden fence,KSU8,3,0,accept
13.02.2026,a village,KSU8,3,0,accept
13.02.2026,green fields,KSU8,3,0,accept
22.03.2026,Farewell,KSU9,1,0,accept
13.02.2026,rural scene,KSU9,0,1,reject
13.02.2026,woman in blue and red dress,KSU9,1,0,accept
13.02.2026,blue and red dress,KSU9,1,0,accept
13.02.2026,red coat,KSU9,0,1,reject
13.02.2026,man in red coat,KSU9,1,0,accept
13.02.2026,painting,KSU9,1,0,accept
13.02.2026,visible signs of age and wear,KSU9,1,0,accept
13.02.2026,older man in light blue shirt,KSU9,1,0,accept
13.02.2026,light blue shirt,KSU9,1,0,accept
13.02.2026,yaryna,KSU9,2,0,accept
13.02.2026,black horse,KSU9,1,0,accept
13.02.2026,sword,KSU9,0,1,reject
13.02.2026,black hat,KSU9,1,0,accept
13.02.2026,dark trousers,KSU9,1,0,accept
13.02.2026,visible signs of age and wear,KYD1241,2,0,accept
13.02.2026,golden halo,KYD1241,2,0,accept
13.02.2026,red mark,KYD1241,0,2,reject
13.02.2026,white bandage,KYD1241,0,2,reject
13.02.2026,dark robe,KYD1241,2,0,accept
13.02.2026,golden heart,KYD1241,2,0,accept
13.02.2026,paint damage,KYD1241,2,0,accept
13.02.2026,icon,KYD1241,2,0,accept
22.03.2026,Sacred Heart,KYD1241,1,0,accept
13.02.2026,cracks,KYD1241,1,0,accept
13.02.2026,red garment,KYD1241,2,1,accept
13.02.2026,cross,KYD1241,2,0,accept
13.02.2026,jesus christ,KYD1241,3,0,accept
13.02.2026,religious portrait,KYD1241,3,0,accept
13.02.2026,white veil,KYD1242,0,0,unknown
13.02.2026,woman,KYD1242,2,0,accept
13.02.2026,bouquet,KYD1242,0,1,reject
13.02.2026,icon,KYD1242,2,0,accept
13.02.2026,religious portrait,KYD1242,2,0,accept
13.02.2026,signs of age,KYD1242,2,0,accept
13.02.2026,the virgin mary,KYD1242,2,0,accept
13.02.2026,wear,KYD1242,0,1,reject
13.02.2026,flowers,KYD1242,3,0,accept
13.02.2026,red garment,KYD1242,3,0,accept
22.03.2026,Great Schema,KYD1243,1,0,accept
13.02.2026,signs of age,KYD1243,1,0,accept
13.02.2026,the christ,KYD1243,2,1,accept
13.02.2026,red outline,KYD1243,0,0,unknown
13.02.2026,dark wooden surface,KYD1243,2,0,accept
13.02.2026,damage,KYD1243,2,0,accept
22.03.2026,Monastic Habit,KYD1243,1,0,accept
22.03.2026,Monastic Vows,KYD1243,1,0,accept
13.02.2026,icon,KYD1243,3,0,accept
22.03.2026,Monastic Habit (detail),KYD1243,1,0,accept
13.02.2026,large faded green cross,KYD1243,2,0,accept
22.03.2026,Angelic Habit,KYD1243,1,0,accept
13.02.2026,the exaltation of the holly cross,KYD1244,4,1,accept
13.02.2026,woman,KYD1244,2,0,accept
13.02.2026,staff,KYD1244,0,2,reject
13.02.2026,icon,KYD1244,3,0,accept
13.02.2026,paint damage,KYD1244,2,0,accept
13.02.2026,dark robe,KYD1244,2,0,accept
13.02.2026,crown,KYD1244,2,0,accept
19.03.2026,St Helen,KYD1244,1,0,accept
19.03.2026,The Exaltation of the Holy Cross of our Lord,KYD1244,1,0,accept
13.02.2026,cracks,KYD1244,2,0,accept
13.02.2026,jesus christ,KYD1244,2,0,accept
19.03.2026,Constantine the Great,KYD1244,1,0,accept
13.02.2026,green and red robe,KYD1244,2,0,accept
19.03.2026,The Exaltation of the Holy Cross,KYD1244,1,0,accept
13.02.2026,man,KYD1244,4,0,accept
13.02.2026,large wooden cross,KYD1244,2,0,accept
13.02.2026,resurrection of christ,KYD1244,2,0,accept
13.02.2026,man,KYD1245,3,0,accept
13.02.2026,saint,KYD1245,3,0,accept
13.02.2026,vertical format,KYD1245,2,0,accept
13.02.2026,red hood,KYD1245,3,0,accept
13.02.2026,saint michael,KYD1245,2,1,accept
13.02.2026,book,KYD1245,0,0,unknown
19.03.2026,Our Lady and Saint Nicholas,KYD1245,1,0,accept
13.02.2026,woman,KYD1245,2,0,accept
13.02.2026,dark robe,KYD1245,2,0,accept
13.02.2026,red patterned hat,KYD1245,2,0,accept
13.02.2026,icon,KYD1245,2,0,accept
13.02.2026,our lady and saint michael,KYD1245,2,0,accept
13.02.2026,paint damage,KYD1245,2,0,accept
13.02.2026,cracks,KYD1245,2,0,accept
13.02.2026,child,KYD1245,3,0,accept
19.03.2026,Nice,KYD1245,2,0,accept
13.02.2026,the blessed virgin with a baby,KYD1246,2,0,accept
19.03.2026,wow,KYD1246,3,0,accept
13.02.2026,damaged,KYD1246,3,0,accept
13.02.2026,woman,KYD1246,3,0,accept
13.02.2026,old,KYD1246,4,0,accept
13.02.2026,hood,KYD1246,4,0,accept
13.02.2026,plant,KYD1246,4,0,accept
13.02.2026,icon,KYD1246,4,0,accept
13.02.2026,baby,KYD1246,3,0,accept
13.02.2026,red robe,KYD1246,4,0,accept
13.02.2026,cross,KYD1246,4,0,accept
13.02.2026,religious icon,KYD1246,4,0,accept
13.02.2026,child,KYD1246,4,0,accept
13.02.2026,flowers,KYD1246,4,0,accept
13.02.2026,small golden cross,KYD1247,3,0,accept
13.02.2026,damage,KYD1247,2,0,accept
13.02.2026,visible cracks,KYD1247,2,0,accept
13.02.2026,st. paraskeva,KYD1247,3,0,accept
13.02.2026,pearl necklace,KYD1247,2,0,accept
13.02.2026,green robe,KYD1247,2,0,accept
13.02.2026,yellow halo,KYD1247,2,0,accept
13.02.2026,bundle of grass,KYD1247,0,2,reject
13.02.2026,woman,KYD1247,2,0,accept
13.02.2026,icon,KYD1247,2,0,accept
13.02.2026,cross earring,KYD1247,3,0,accept
13.02.2026,dark hair,KYD1247,3,0,accept
13.02.2026,island,KYD1248,0,4,reject
13.02.2026,visible signs of age and wear,KYD1248,3,0,accept
13.02.2026,figure,KYD1248,4,0,accept
13.02.2026,forest,KYD1248,3,0,accept
13.02.2026,landscape,KYD1248,4,0,accept
13.02.2026,dark clothing,KYD1248,4,0,accept
13.02.2026,birch trees,KYD1248,4,0,accept
13.02.2026,river,KYD1248,4,0,accept
13.02.2026,vertical oil painting,KYD1248,0,0,unknown
13.02.2026,yaryna,KYD1249,0,3,reject
13.02.2026,dark horse,KYD1249,0,3,reject
13.02.2026,damage,KYD1249,3,0,accept
13.02.2026,red coat,KYD1249,3,0,accept
13.02.2026,blue and red embroidered dress,KYD1249,3,0,accept
13.02.2026,white shirt,KYD1249,3,0,accept
13.02.2026,blue pants,KYD1249,3,0,accept
13.02.2026,houses,KYD1249,3,0,accept
13.02.2026,rifle,KYD1249,3,0,accept
13.02.2026,signs of age,KYD1249,3,0,accept
13.02.2026,man in red coat,KYD1249,3,0,accept
13.02.2026,woman in blue and red embroidered dress,KYD1249,3,0,accept
13.02.2026,man in white shirt,KYD1249,3,0,accept
13.02.2026,painted folk art scene,KYD1249,3,0,accept
13.02.2026,church,KYD1249,3,0,accept
13.02.2026,black hat,KYD1249,3,0,accept
13.02.2026,pond,KYD1250,4,0,accept
13.02.2026,near the well,KYD1250,5,0,accept
13.02.2026,horse,KYD1250,4,0,accept
13.02.2026,white horse,KYD1250,4,0,accept
13.02.2026,red and white dress,KYD1250,4,0,accept
13.02.2026,water pump,KYD1250,0,0,unknown
13.02.2026,red and green decorations,KYD1250,4,0,accept
13.02.2026,woman,KYD1250,4,0,accept
13.02.2026,swans,KYD1250,4,0,accept
13.02.2026,red coat,KYD1250,4,0,accept
13.02.2026,painted mural,KYD1250,0,0,unknown
22.03.2026,Courtship by the Well,KYD1250,1,0,accept
22.03.2026,Flirting,KYD1250,1,0,accept
13.02.2026,rural village scene,KYD1250,5,0,accept
13.02.2026,black hat,KYD1250,4,0,accept
13.02.2026,birds,KYD1250,4,0,accept
13.02.2026,man,KYD1250,4,0,accept
13.02.2026,child,KYD1251,3,0,accept
13.02.2026,woman,KYD1251,3,0,accept
13.02.2026,girls,KYD1251,3,0,accept
13.02.2026,long pole,KYD1251,3,0,accept
13.02.2026,some damage,KYD1251,3,0,accept
13.02.2026,lute,KYD1251,0,2,reject
13.02.2026,cooking,KYD1251,3,0,accept
13.02.2026,man,KYD1251,3,0,accept
13.02.2026,boys and girls,KYD1251,3,0,accept
13.02.2026,painting,KYD1251,3,0,accept
13.02.2026,boat,KYD1251,3,0,accept
13.02.2026,boys,KYD1251,3,0,accept
13.02.2026,traditional folk attire,KYD1251,3,0,accept
13.02.2026,visible grain,KYD1251,0,3,reject
13.02.2026,depiction,KYD1251,3,0,accept
13.02.2026,traditional attire,KYD1252,4,0,accept
13.02.2026,multiple necklaces,KYD1252,4,0,accept
13.02.2026,roses,KYD1252,4,0,accept
13.02.2026,floral headpiece,KYD1252,4,0,accept
13.02.2026,girl,KYD1252,4,0,accept
13.02.2026,signs of aging,KYD1252,3,1,accept
13.02.2026,woman,KYD1252,4,0,accept
13.02.2026,white sleeves,KYD1252,4,0,accept
13.02.2026,wooden chair,KYD1252,4,0,accept
13.02.2026,vase,KYD1252,3,1,accept
13.02.2026,portrait of a girl,KYD1252,4,0,accept
13.02.2026,damage,KYD1252,0,3,reject
13.02.2026,painted portrait,KYD1252,4,0,accept
13.02.2026,blue dress,KYD1252,3,1,accept
13.02.2026,a girl,KYD1252,4,0,accept
13.02.2026,red patterns,KYD1252,4,0,accept
13.02.2026,dark blue vest,KYD1252,3,1,accept
13.02.2026,signs of age,KYD1253,3,0,accept
13.02.2026,houses,KYD1253,3,0,accept
13.02.2026,wooden painting,KYD1253,0,3,reject
13.02.2026,dock,KYD1253,0,3,reject
13.02.2026,a girl,KYD1253,0,3,reject
13.02.2026,painting,KYD1253,3,0,accept
13.02.2026,portrait of a girl,KYD1253,0,3,reject
13.02.2026,church,KYD1253,3,0,accept
13.02.2026,sky,KYD1253,3,0,accept
13.02.2026,trees,KYD1253,3,0,accept
13.02.2026,wear,KYD1253,0,3,reject
13.02.2026,hill,KYD1253,0,3,reject
13.02.2026,girl,KYD1253,0,3,reject
13.02.2026,swans,KYD1253,3,0,accept
13.02.2026,water,KYD1253,3,0,accept
13.02.2026,boy,KYD1254,4,0,accept
13.02.2026,dark vest,KYD1254,3,1,accept
13.02.2026,heavy necklace of silver coins,KYD1254,3,0,accept
13.02.2026,black hat,KYD1254,4,0,accept
13.02.2026,portrait of a boy and a girl,KYD1254,4,0,accept
13.02.2026,girl,KYD1254,4,0,accept
13.02.2026,floral headband,KYD1254,4,0,accept
13.02.2026,red tie,KYD1254,4,0,accept
13.02.2026,white shirt,KYD1254,4,0,accept
13.02.2026,man,KYD1254,4,0,accept
13.02.2026,white blouse,KYD1254,4,0,accept
13.02.2026,painted portrait,KYD1254,4,0,accept
13.02.2026,dark jacket,KYD1254,4,0,accept
13.02.2026,flowers,KYD1254,4,0,accept
13.02.2026,woman,KYD1254,4,0,accept
13.02.2026,embroidery,KYD1254,4,0,accept
13.02.2026,a boy and a girl,KYD1254,4,0,accept
13.02.2026,white blouse,KYD1255,2,0,accept
13.02.2026,wear,KYD1255,3,0,accept
13.02.2026,blue skirt,KYD1255,3,0,accept
13.02.2026,elderly woman,KYD1255,3,0,accept
13.02.2026,small white house,KYD1255,3,0,accept
13.02.2026,portrait,KYD1255,3,0,accept
13.02.2026,an older woman,KYD1255,3,0,accept
13.02.2026,cow,KYD1255,3,0,accept
13.02.2026,brown vest,KYD1255,2,0,accept
13.02.2026,dark boots,KYD1255,3,0,accept
13.02.2026,portrait of an older woman,KYD1255,3,0,accept
13.02.2026,wooden stool,KYD1255,3,0,accept
13.02.2026,woman,KYD1255,3,0,accept
13.02.2026,wooden trough,KYD1255,3,0,accept
13.02.2026,signs of age,KYD1255,3,0,accept
13.02.2026,red ribbon,KYD1255,3,0,accept
13.02.2026,blue floral embroidery,KYD1255,3,0,accept
13.02.2026,fading,KYD1256,0,0,unknown
13.02.2026,bald man,KYD1256,4,0,accept
13.02.2026,blue shirt,KYD1256,0,0,unknown
19.03.2026,cool,KYD1256,4,0,accept
13.02.2026,portrait of taras shevchenko,KYD1256,4,0,accept
13.02.2026,brown sash,KYD1256,0,0,unknown
13.02.2026,visible signs of age and wear,KYD1256,4,0,accept
13.02.2026,cracks,KYD1256,3,1,accept
13.02.2026,taras shevchenko,KYD1256,4,0,accept
13.02.2026,dark coat,KYD1256,4,0,accept
13.02.2026,portrait,KYD1256,4,0,accept
13.02.2026,"textured, peeling surface",KYD1257,4,0,accept
13.02.2026,dark hat,KYD1257,4,0,accept
13.02.2026,fire,KYD1257,4,0,accept
13.02.2026,man in dark hat and coat,KYD1257,3,0,accept
13.02.2026,red skirt,KYD1257,4,0,accept
13.02.2026,damaged,KYD1257,4,0,accept
13.02.2026,scene with several figures,KYD1257,3,0,accept
13.02.2026,coat,KYD1257,3,0,accept
13.02.2026,stringed instrument,KYD1257,4,0,accept
13.02.2026,aged,KYD1257,4,0,accept
13.02.2026,man on white horse,KYD1257,4,0,accept
13.02.2026,white shirt,KYD1257,4,0,accept
13.02.2026,two figures seated by fire,KYD1257,4,0,accept
13.02.2026,shevchenko`s lesson…,KYD1257,3,0,accept
13.02.2026,woman in white shirt and red skirt,KYD1257,4,0,accept
13.02.2026,white horse,KYD1257,3,0,accept
13.02.2026,body of water,KYD1257,3,0,accept
